id,document,label,predicted_label,confidence,is_correct,review_length,length_category,sentiment_text
6514778,대박 내 젤 감동받은 작품들중 하나,1,1,0.9821228384971619,True,19,짧은,긍정
6928203,"너무 오래 되서 기억도 안남,,",0,0,0.9954063892364502,True,17,짧은,부정
4689947,대박이다.. 모든게 의심스러워지고 있다,1,0,0.9271827340126038,False,21,보통,부정
10068598,다들 더 재밌다고하는 주성치 주연의 서유기 월광보합 신리기연 한버 봐야겠다 ㅋ,1,1,0.9080158472061157,True,43,보통,긍정
6196633,지구의 소중함을 다시 알게해주는 영화.,1,1,0.939017653465271,True,21,보통,긍정
8611451,천사가 인간으로 진화하다.,1,1,0.897175669670105,True,14,짧은,긍정
10271938,"""1시간반내내 스크린을 뚫어지게 쳐다보며 정말 재밌게 본 """"Dior & I """" . Atelier 장인들의 노고와 정성과 기술과 라프의 시각적 비전에 박수를~??????""",1,0,0.9931134581565857,False,96,긴,부정
9722412,고등학교때 정말 재밌게 봤었어요!!,1,1,0.9893577694892883,True,19,짧은,긍정
4195194,내 꿈도 애니매이션감독이된 나도 커서 이거보다 엄청난 재밌는거 만들어야지ㅋㅋㅋ,1,1,0.9837387800216675,True,43,보통,긍정
10119887,내가 34년가까이 살면서 SF명작들 좋아하고 에이리언시리즈 광팬인데 솔직히 프메 이거 개졸작 맞다. 리들리스콧이니까 무조건 명작이라고 우기는 애들이 이상한거다. 원숭이도 나무에서 떨어질때가 있는 경우가 이거지. 편집된 영상 봐도 각본이 엉망이더만.,0,0,0.9941772222518921,True,138,긴,부정
9833275,어이없는게 남주는왜 남친있다는 여자를 왜이리꼬시는거임? 내가 dk여도 남자개팸,0,0,0.9919982552528381,True,43,보통,부정
8573488,이런 쓰레기영화가 있나.부르스 월리스 이제 아무영화나 출연하네.이감독은 이제 영원히 영화못만들걸.,0,0,0.9816192388534546,True,54,긴,부정
9506408,굉장히 멋있는 군인영화입니다.,1,1,0.9900243282318115,True,16,짧은,긍정
6401506,이 영화를 보면서 김어준v.s이명박 각하가 생각난다.,1,0,0.9175676703453064,False,29,보통,부정
2358946,난 4점 주겠다 너무 안에 쳐박혀있었다,0,0,0.9967969059944153,True,21,보통,부정
8652933,진짜 마음을 울리는 연기....엄청나요,1,0,0.9263917803764343,False,21,보통,부정
8213439,천방지축인데 추하지않아,1,0,0.9801915884017944,False,12,짧은,부정
3509876,"아 이걸 몇점을 줘야 하나 화면 톤은 맘에 들지만, 이렇게 부실한 영환 참 오랫만이네",0,0,0.9939135909080505,True,47,보통,부정
10215440,"진짜 어줍잖은 말장난. 예쁜 여주 얼굴, 탄탄한 남주의 연기력 죄다 아까움",0,0,0.9399713277816772,True,41,보통,부정
4202497,뭔가메세지가담겨있는것은같은데....도통뭔지를모르겠어요!냉정하게평가합니다.,0,0,0.9125164747238159,True,40,보통,부정
8582301,필립 진짜 쓰레기같애ㅠㅠ,0,1,0.9466325640678406,False,13,짧은,긍정
3952958,다람쥐가 너무 귀여워요>_< 강추강추,1,1,0.9915728569030762,True,20,짧은,긍정
10002789,뭐라고 할 말이 없음. 천만관객 영화 중 이 영화보다 더 임팩을 준 영화가 떠오르지가 않는다...,1,0,0.9959964752197266,False,54,긴,부정
7285657,보면서도 이게 뭐지..다보고 나서는 시간 참 아깝네 이런생각뿐최악,0,0,0.9972519278526306,True,36,보통,부정
3280806,"컨트리송,미국민요,CCM, 명배우연기와 함께 잔잔한 감동을 주는 좋은 영화",1,1,0.9781205058097839,True,41,보통,긍정
7135337,좋은 영화. 그밖에 표현할말이....배우들의 뛰어난 연기?,1,1,0.8043016195297241,True,32,보통,긍정
6388754,ㅄ같다 ㄹㅇ,0,1,0.5039545297622681,False,6,짧은,긍정
6265368,김혜수 연기최고 나머지배우들도 굿 아쉬운게 있다면 노래가 쌩뚱맞음 마지막장면 사극인줄...,1,1,0.9625701308250427,True,50,보통,긍정
3325557,힘없는 설득. 특수효과는 괜찮은 편.,0,0,0.9792739152908325,True,20,짧은,부정
9884120,뭘 말하고자 싶은건지 전혀 모르겠다. 개연성도 없다.,0,0,0.9969887137413025,True,29,보통,부정
6654453,최고,1,1,0.806765615940094,True,2,짧은,긍정
9536993,너무 극리얼주의영화라 오락영화 억지감동영화 이런거 즐겨보는애들한테는 무리임,1,0,0.9959803819656372,False,41,보통,부정
9010974,적극추천까진 아니지만 가족끼리 보기엔 재밌습니다.,1,0,0.634718656539917,False,27,보통,부정
9609927,외계인 전용 영화구나!,0,1,0.92966228723526,False,12,짧은,긍정
8569616,이젠 양동근은 믿고보는 배우가 아니게 되어버렸다.,0,0,0.8484123349189758,True,27,보통,부정
7928591,"일단 엠씨 역량 부족이 가장 큰 문제인듯. 시간 없다고, 재미없다고 게스트 말 끊는것 보고 어이상실ㄷㄷ 한 게스트 40분 이야기하게 한건 엠씨들이면서 나중에 시간없어지니까 김대희?는 안듣고 걍한마디하라고하고 끝ㅋㅋㅋ엠씨가노답임 생방 왜함???",0,0,0.9964028596878052,True,135,긴,부정
8214879,cg수준: 전투기가 나타났다 사라지는 기적/ 음향수준:삐뽀삐뽀 콰쾅콰쾅 빵빵빠앙 x 100/ 카메라 수준: 치직치칙깜빡깜빡x1000/자매수준:카메라꺼!켜!꺼!켜!,0,0,0.7166277766227722,True,90,긴,부정
8559737,엄청나게 허술한 스토리 영화보는 내내 답답함을 지울 수 없네요...영화 후반에는 차라리 딸이고 아빠고 그냥 다 죽었으면 하는 생각이 듭니다. 킬링타임으로도 부족한 최악의 영화,0,0,0.9972430467605591,True,97,긴,부정
7747701,별로인 듯.,0,0,0.9972248077392578,True,6,짧은,부정
3885966,호세란 남자 정말 대단하다 멋지다 마음이 따뜻해진다,1,1,0.6143765449523926,True,28,보통,긍정
1251175,"다수의평점이내생각한평점보다높은,얼마안되는영화중하나",0,0,0.9766448736190796,True,27,보통,부정
9505885,이 영화로 그동안의 좌절과 상처가 많이 힐링 되었다.낼부터 불평과 후회는 줄일 수 있을거같다,1,0,0.9359209537506104,False,51,긴,부정
774345,감독은 이후로 작품이 없었다.....,0,0,0.9425883889198303,True,20,짧은,부정
7677699,시트콤중에 정말 레전드다ㅋㅋㅋㅋ,1,1,0.8472489714622498,True,17,짧은,긍정
7957761,최소 8점 예상했는데 평점 왜이러냐 ㅡㅡ 시나리오도 괜찬고 연기도 좋았다 ㅎㅎ,1,1,0.9901987314224243,True,43,보통,긍정
2102140,지루함을 떠나서 집중이 안돼ㅠㅠ,0,0,0.9159997701644897,True,17,짧은,부정
259255,여자의 사정이란 특이한 소재를 통해,1,0,0.8851741552352905,False,19,짧은,부정
10155768,해리포터 같은 명작 언제쯤 나오려나,1,0,0.9139344096183777,False,19,짧은,부정
6239087,너무 울거먹었다 재미넘없다 김구라도빠지고나면보는낛이없다,0,0,0.9544697999954224,True,30,보통,부정
6470081,전편보다 더 재밌다.,1,0,0.8047291040420532,False,11,짧은,부정
7800482,이 영화 진심 20번 넘게 봤다.,1,0,0.8923447132110596,False,18,짧은,부정
9273071,감독 개XX 나와라 진짜,0,0,0.7736666202545166,True,13,짧은,부정
3240132,알만한 사람만 아는 김원희 두유 노출 영화~,1,0,0.9326125979423523,False,24,보통,부정
9329964,캐릭터 상품이 나와두 좋았겠단 생각이 듬. 안경사달라고 난리... ㅡ.ㅡ,1,0,0.9058505296707153,False,40,보통,부정
4124762,아..울다가웃다가. 엄청 울었다...너무 감동적이다...,1,0,0.8857195377349854,False,31,보통,부정
8810646,너무 허술해 이걸 5점 이상 준 사람은 도데체 머리가 어떻게 된거지? 배우봐서 3점,0,0,0.9967719912528992,True,46,보통,부정
7674908,재밌는데 평점이 너무 낮게나온듯 좀 뭔가 아쉬운 부분은 있지만..,1,0,0.969751238822937,False,36,보통,부정
5293006,내가 7인의사무라이 3시간을 재밌게본사람인데 이건 한시간보고 영화관나갔다.,0,0,0.9959110021591187,True,41,보통,부정
7285266,기대 안하고 봤는데 기대 이상으로 재밌었어요^^,1,0,0.64674973487854,False,26,보통,부정
3499102,잉그리드 버그만...,1,0,0.9818435311317444,False,11,짧은,부정
9611556,짱이야ㅠㅜㅠㅜ머시이서ㅏㅇ숴ㅏㅜㅠㅜ,1,1,0.5050615668296814,True,18,짧은,긍정
2095689,진~~~~짜 재미없다.. 언제끝나나 기다릴정도..ㅡㅜ,0,0,0.9514222145080566,True,29,보통,부정
6218523,캐서리 헤이글 영화는 왜 다 이따구냐..원포더머니 이후 처음이다 이런 느낌..,0,0,0.9515885710716248,True,43,보통,부정
420064,8점이상주는사람들정신세계가 알고싶다 욕하면서 영화보기는첨,0,0,0.9873502850532532,True,31,보통,부정
9982525,"참...이영화에 비교하면 30년 전 영구와 땡칠이, 우뢰매는 명화였다...감청기, 심형래감독이 정말 명감독이란걸 깨달았다..",0,0,0.9888015985488892,True,69,긴,부정
6526834,킬링타임용 가치도 없군,0,0,0.9956002235412598,True,12,짧은,부정
4827338,약간의 부족함이 느껴졌지만 ost와 더불어서 각 배우들의 모습이 감동을 주었습니다,1,1,0.9860617518424988,True,45,보통,긍정
7687428,음악만 긴장있음.,0,0,0.9748504757881165,True,9,짧은,부정
10131721,왜 청불인딫모흐갯음 퓨ㅠㅠ,0,0,0.977336585521698,True,14,짧은,부정
8119514,첫화부터 정말 뜻깊은 일을 하셨네요!신화오빠들 흥해라 신화방송 흥해라!화이팅임니다!,1,1,0.9924125075340271,True,46,보통,긍정
6674157,개 재미없어... ㅡㅡ;;,0,0,0.9910416007041931,True,14,짧은,부정
10034472,영화 안봤는데 방금 라디오 듣고 어떤영화인지 대강 알것 같네요ㅋㅋㅋ,0,0,0.7093620896339417,True,37,보통,부정
10156407,10점도 모자라다. 내 생에 최고의 영화.,1,1,0.9916521906852722,True,23,보통,긍정
2101473,bad,0,0,0.7526556849479675,True,3,짧은,부정
8835565,완전 재밌어요 신의 퀴즈4 너무너무 좋아요정말 많은걸 느낄수 있는 드라마 인거 같아요모든 배우님들 모두 힘내세요♥♥♥,1,1,0.9918705224990845,True,65,긴,긍정
1895374,진짜존나재밌음폭소가터져나와요존나웃겨요이영화,0,1,0.5050615668296814,False,23,보통,긍정
6444852,전 너무 재미있어서 한편도 빼놓지 않고 봤습니다. 빛과 그림자 감사합니다.,1,1,0.9914636015892029,True,41,보통,긍정
8839466,1점도 아까운 영화!!,0,0,0.9970449805259705,True,12,짧은,부정
9819566,전부다 피해자들.. 주인공들도 너무 서정적으로만 그렸다.,0,0,0.9913951754570007,True,31,보통,부정
9811886,결말 스포당하고 봤는데도 사람들 심리표현이랑 미묘한 표정??같은거 때문에 스포가 정말인가 긴가민가하면서 보게됬다.,1,0,0.975734293460846,False,63,긴,부정
8213008,"여주인공 입 열 때 마다 국어책이 수십권씩 튀어 나온다. 개봉작이라길래 멜로 사극인줄 알았다가 식겁했다. 명불허전 신개념 발연기, 3류에도 못미칠 쓰레기 에로물!! 말도 제대로 못하는 배우가 몸도 제대로 못쓰는 필름 낭비의 대표작!",0,0,0.9943231344223022,True,129,긴,부정
8675686,내 인생에 최악의 영화 진심 클레멘타인이 훨씬 낫다,0,0,0.9972859621047974,True,28,보통,부정
3010168,최고,1,1,0.806765615940094,True,2,짧은,긍정
6573947,왜 그때 섬광탄투척후 진입하지 않았나가 궁금하지만 그래도 명작이라 불릴 만큼 잘만들었다 양심 우리나라영화가 더사기적이라는건 명심하자,1,1,0.7491967678070068,True,73,긴,긍정
8720063,ㅋㅋㅋ 제로다크서티랑 혹성탈출 주인공 제이슨클락이 단역으로 나오다니...,0,0,0.9629429578781128,True,40,보통,부정
7069953,이런 공상과학 영화에 조잡한 CG는 불쌍해서 못 보겠군,0,0,0.9831243753433228,True,30,보통,부정
6372661,"한여성을 삶을 송두리째 바꾼 음악과 살인 ,,,그리고 모성애,.,,,",0,0,0.9567696452140808,True,38,보통,부정
4101050,너무나 좋은 배우들로 이런 영화를 만들다니.,0,1,0.9651356935501099,False,24,보통,긍정
8439552,뭔가 처음볼땐 멘붕인데 보다보니 재밋어서 끝따지다봣죠,1,0,0.8436352610588074,False,29,보통,부정
9909084,정말 재밌게 잘 봤습니다,1,1,0.9633451104164124,True,13,짧은,긍정
190536,그래도 놀음은 안좋은거다. 올인하지마~,0,0,0.9610174298286438,True,21,보통,부정
5394345,아바타 멀린족에서 카피했네,1,1,0.9308549761772156,True,14,짧은,긍정
8396876,정소영이 왜 여기 출연했지,1,0,0.9446200728416443,False,14,짧은,부정
3400970,멋지다. 이런영화가 흥행못한게 한국관객의 수준을 알수있어서 씁쓸했다,1,1,0.9410134553909302,True,37,보통,긍정
9484107,1점도 아까움ㅡㅡ 쓰레기영화,0,0,0.9962313771247864,True,15,짧은,부정
8093068,예쁘고 아련한 영화. 나에게도 무지개가 뜨는 날이 오려나. . ㅠㅠ,1,1,0.9885761141777039,True,37,보통,긍정
246979,어린 시절에 봤을 때 아주 인상 깊었어요.,1,1,0.9918801188468933,True,23,보통,긍정
4962490,영화에 나오는 배우 팬이 아니면 받아들이기 힘듬.,0,0,0.971609354019165,True,27,보통,부정
9783571,한국에서 좋은 평점 얻기를 바라진 않았겠지 ㅋㅋ그냥 사랑 얘기만 봤을 때는 봐줄만함,0,0,0.8557319045066833,True,46,보통,부정
10107833,추억은 방울방울 추억을 먹고 사는 나이가 되니 이 영화가 눈물나도록 고맙다,1,1,0.8129564523696899,True,41,보통,긍정
7526413,너무 웃기던데 나만 그런가?,1,0,0.9830606579780579,False,15,짧은,부정
9955864,2%가 부족해서 불후의 명작이 되지 못한 비운의 영화. 세기의 명작은 못 될지라도 올해의 명작 정도는 충분할 아름다운 영화.,1,0,0.9895355105400085,False,69,긴,부정
5215571,힘껏 노래부르고 힘껏 연주하고 땀뻘뻘흘리는 모습이 너무 예뻤다.,1,0,0.9349433183670044,False,35,보통,부정
